
metadata
ID,name,desc,time,keywords,minlat,minlon,maxlat,maxlon,
1,,,2012-09-20T00:51:19Z,,42.868186309933662,-83.803825434297323,42.927338154986501,-83.714346438646317,

author
ID,name,email,

copyright
year,license,author,

link
metadataID,authorID,wptID,rteptID,trkptID,rteID,trkID,text,type,href,
1,,,,,,,"Garmin International",,http://www.garmin.com,

rte
ID,name,cmt,desc,src,number,type,IsAutoNamed,DisplayColor,TransportationMode,
1,"001 to 0011",,,,,,true,"Magenta","DirtBiking",

rtept
ID,rteID,lat,lon,ele,time,magvar,geoidheight,name,cmt,desc,src,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid,DepartureTime,StopDuration,ArrivalTime,CalculationMode,ElevationMode,NamedRoad_Name,NamedRoad_Id,NamedRoad_ProductId,
11,1,42.885534754022956,-83.785559004172683,,2012-09-20T00:44:49Z,,,"009",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
12,1,42.887486396357417,-83.781588077545166,,2012-09-20T00:44:50Z,,,"010",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
13,1,42.890088642016053,-83.784500118345022,,2012-09-20T00:44:51Z,,,"011",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
14,1,42.88943812251091,-83.788206344470382,,2012-09-20T00:44:52Z,,,"012",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
15,1,42.889654962345958,-83.793500941246748,,2012-09-20T00:44:52Z,,,"013",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
16,1,42.892257208004594,-83.794559827074409,,2012-09-20T00:44:56Z,,,"014",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
17,1,42.892257208004594,-83.794559827074409,,2012-09-20T00:44:57Z,,,"0141",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
18,1,42.892257208004594,-83.794559827074409,,2012-09-20T00:44:58Z,,,"01411",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
19,1,42.895076293498278,-83.789265230298042,,2012-09-20T00:44:59Z,,,"015",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
20,1,42.895076293498278,-83.785029519349337,,2012-09-20T00:45:00Z,,,"016",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
21,1,42.893124651163816,-83.780264407396317,,2012-09-20T00:45:01Z,,,"017",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
22,1,42.890739245340228,-83.776558181270957,,2012-09-20T00:45:01Z,,,"018",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
23,1,42.887269556522369,-83.774705026298761,,2012-09-20T00:45:02Z,,,"019",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
24,1,42.88271558471024,-83.7762934807688,,2012-09-20T00:45:03Z,,,"020",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
25,1,42.880113339051604,-83.783705933019519,,2012-09-20T00:45:03Z,,,"021",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
26,1,42.875776290893555,-83.784235334023833,,2012-09-20T00:45:04Z,,,"022",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
27,1,42.873173961415887,-83.781852778047323,,2012-09-20T00:45:05Z,,,"023",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
28,1,42.870138036087155,-83.777881851419806,,2012-09-20T00:45:05Z,,,"024",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
29,1,42.86862007342279,-83.772851955145597,,2012-09-20T00:45:06Z,,,"025",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
30,1,42.868186309933662,-83.76800537109375,,2012-09-20T00:45:06Z,,,"Linden Rd",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
31,1,42.868836913257837,-83.759880121797323,,2012-09-20T00:45:07Z,,,"026",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
32,1,42.86948743276298,-83.75299715436995,,2012-09-20T00:45:07Z,,,"027",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
33,1,42.871005479246378,-83.746114103123546,,2012-09-20T00:45:08Z,,,"028",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
34,1,42.871872838586569,-83.74053955078125,,2012-09-20T00:45:08Z,,,"US 23",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
35,1,42.873824564740062,-83.735524909570813,,2012-09-20T00:45:09Z,,,"029",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
36,1,42.87620997056365,-83.732083383947611,,2012-09-20T00:45:09Z,,,"030",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
37,1,42.879029056057334,-83.729700827971101,,2012-09-20T00:45:10Z,,,"031",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
38,1,42.88163130171597,-83.729171343147755,,2012-09-20T00:45:10Z,,,"032",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
39,1,42.885751593858004,-83.729171343147755,,2012-09-20T00:45:11Z,,,"033",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
40,1,42.88835383951664,-83.729965528473258,,2012-09-20T00:45:11Z,,,"034",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
41,1,42.891823528334498,-83.730759713798761,,2012-09-20T00:45:12Z,,,"035",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
42,1,42.896594339981675,-83.731553982943296,,2012-09-20T00:45:12Z,,,"036",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
43,1,42.899196585640311,-83.730495013296604,,2012-09-20T00:45:13Z,,,"037",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
44,1,42.90244935080409,-83.728112457320094,,2012-09-20T00:45:13Z,,,"038",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
45,1,42.905268520116806,-83.725465117022395,,2012-09-20T00:45:14Z,,,"039",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
46,1,42.908304445445538,-83.720435220748186,,2012-09-20T00:45:14Z,,,"040",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
47,1,42.912641577422619,-83.71514062397182,,2012-09-20T00:45:14Z,,,"Flint",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
48,1,42.916111266240478,-83.714346438646317,,2012-09-20T00:45:15Z,,,"Flint1",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
49,1,42.919797794893384,-83.714611139148474,,2012-09-20T00:45:15Z,,,"Flint2",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
50,1,42.922616880387068,-83.718582149595022,,2012-09-20T00:45:16Z,,,"Flint3",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
51,1,42.92284369468689,-83.725952776148915,,2012-09-20T00:45:16Z,,,"US 231",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
52,1,42.922054203227162,-83.726018574088812,,2012-09-20T00:45:17Z,,,"US 232",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
53,1,42.920231474563479,-83.731553982943296,,2012-09-20T00:45:17Z,,,"Flint4",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
54,1,42.920231474563479,-83.731553982943296,,2012-09-20T00:45:18Z,,,"Flint41",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
55,1,42.915894342586398,-83.735260209068656,,2012-09-20T00:45:18Z,,,"041",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
56,1,42.912207813933492,-83.738701650872827,,2012-09-20T00:45:19Z,,,"042",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
57,1,42.908955048769712,-83.741613691672683,,2012-09-20T00:45:19Z,,,"043",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
58,1,42.906135879456997,-83.742407876998186,,2012-09-20T00:45:20Z,,,"044",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
59,1,42.902015671133995,-83.743996247649193,,2012-09-20T00:45:20Z,,,"045",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
60,1,42.898329142481089,-83.744525732472539,,2012-09-20T00:45:21Z,,,"046",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
61,1,42.895293217152357,-83.749290928244591,,2012-09-20T00:45:21Z,,,"047",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
62,1,42.893992010504007,-83.75670338049531,,2012-09-20T00:45:22Z,,,"048",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
63,1,42.890305481851101,-83.758291751146317,,2012-09-20T00:45:22Z,,,"049",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
64,1,42.887703236192465,-83.753791339695454,,2012-09-20T00:45:23Z,,,"050",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
65,1,42.889004359021783,-83.747702557593584,,2012-09-20T00:45:23Z,,,"051",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
66,1,42.892040368169546,-83.74053955078125,,2012-09-20T00:45:23Z,,,"US 233",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
67,1,42.892040368169546,-83.74053955078125,,2012-09-20T00:45:24Z,,,"US 2331",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
68,1,42.889221282675862,-83.74053955078125,,2012-09-20T00:45:24Z,,,"US 234",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
69,1,42.887052716687322,-83.73711328022182,,2012-09-20T00:45:25Z,,,"052",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
70,1,42.883149348199368,-83.74053955078125,,2012-09-20T00:45:26Z,,,"US 235",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
71,1,42.881197622045875,-83.743996247649193,,2012-09-20T00:45:26Z,,,"053",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
72,1,42.877727933228016,-83.75299715436995,,2012-09-20T00:45:26Z,,,"054",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
73,1,42.875342527404428,-83.758821235969663,,2012-09-20T00:45:27Z,,,"055",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
74,1,42.87620997056365,-83.764380533248186,,2012-09-20T00:45:27Z,,,"056",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
75,1,42.879029056057334,-83.76800537109375,,2012-09-20T00:45:28Z,,,"Linden Rd1",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
76,1,42.882498744875193,-83.76800537109375,,2012-09-20T00:45:28Z,,,"Linden Rd2",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
77,1,42.885534754022956,-83.76800537109375,,2012-09-20T00:45:29Z,,,"Linden Rd3",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
78,1,42.890739245340228,-83.76800537109375,,2012-09-20T00:45:29Z,,,"Linden Rd4",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
79,1,42.893992010504007,-83.764380533248186,,2012-09-20T00:45:30Z,,,"057",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
80,1,42.897028019651771,-83.762262677773833,,2012-09-20T00:45:30Z,,,"058",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
81,1,42.902015671133995,-83.758556451648474,,2012-09-20T00:45:31Z,,,"059",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
82,1,42.905485359951854,-83.759615421295166,,2012-09-20T00:45:31Z,,,"060",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
83,1,42.905485359951854,-83.759615421295166,,2012-09-20T00:45:32Z,,,"0601",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
84,1,42.908955048769712,-83.763586347922683,,2012-09-20T00:45:32Z,,,"061",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
85,1,42.91481014341116,-83.761997977271676,,2012-09-20T00:45:33Z,,,"062",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
86,1,42.916111266240478,-83.7543208245188,,2012-09-20T00:45:33Z,,,"063",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
87,1,42.917629228904843,-83.747967258095741,,2012-09-20T00:45:33Z,,,"064",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
88,1,42.921966277062893,-83.747437773272395,,2012-09-20T00:45:34Z,,,"065",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
89,1,42.921966277062893,-83.747437773272395,,2012-09-20T00:45:34Z,,,"0651",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
90,1,42.926086569204926,-83.756438596174121,,2012-09-20T00:45:35Z,,,"066",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
91,1,42.927338154986501,-83.768707355484366,,2012-09-20T00:45:35Z,,,"Linden Rd5",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
92,1,42.926520248875022,-83.772851955145597,,2012-09-20T00:45:36Z,,,"Flint5",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
93,1,42.925002286210656,-83.7762934807688,,2012-09-20T00:45:36Z,,,"Flint6",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
94,1,42.923701163381338,-83.780529107898474,,2012-09-20T00:45:37Z,,,"Flint7",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
95,1,42.920882077887654,-83.782382262870669,,2012-09-20T00:45:37Z,,,"Flint8",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
96,1,42.920882077887654,-83.782382262870669,,2012-09-20T00:45:37Z,,,"Flint81",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
97,1,42.91567750275135,-83.784500118345022,,2012-09-20T00:45:38Z,,,"Flint9",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
98,1,42.91567750275135,-83.784500118345022,,2012-09-20T00:45:38Z,,,"Flint91",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
99,1,42.910473011434078,-83.783176448196173,,2012-09-20T00:45:39Z,,,"067",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
100,1,42.910473011434078,-83.783176448196173,,2012-09-20T00:45:39Z,,,"0671",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
101,1,42.907653925940394,-83.779470222070813,,2012-09-20T00:45:40Z,,,"068",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
102,1,42.907653925940394,-83.779470222070813,,2012-09-20T00:45:40Z,,,"0681",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
103,1,42.904184237122536,-83.776558181270957,,2012-09-20T00:45:41Z,,,"069",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
104,1,42.904184237122536,-83.776558181270957,,2012-09-20T00:45:41Z,,,"0691",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
105,1,42.901798831298947,-83.77973492257297,,2012-09-20T00:45:41Z,,,"070",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
106,1,42.901798831298947,-83.77973492257297,,2012-09-20T00:45:42Z,,,"0701",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
107,1,42.901365151628852,-83.784500118345022,,2012-09-20T00:45:42Z,,,"071",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
108,1,42.901365151628852,-83.784500118345022,,2012-09-20T00:45:43Z,,,"0711",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,
109,1,42.9015819914639,-83.789530014619231,,2012-09-20T00:45:45Z,,,"0011",,,,"Waypoint",,,,,,,,,,,,"FasterTime","Standard",,,,

wpt
ID,lat,lon,ele,time,magvar,geoidheight,name,cmt,desc,src,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid,Proximity,Temperature,Depth,DisplayMode,Samples,Expiration,

Address
wptID,StreetAddress1,StreetAddress2,City,State,Country,PostalCode,

PhoneNumber
wptID,Category,value,

Categories
wptID,Category,

trk
ID,name,cmt,desc,src,number,type,DisplayColor,

trkseg
ID,trkID,

trkpt
ID,trksegID,lat,lon,ele,time,magvar,geoidheight,name,cmt,desc,src,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid,Temperature,Depth,wtemp,hr,cad,
